monthly_inventory_id,product__product_id,inventory_month,monthly_quantity_eom,wdf__client_id,monthly_quantity_bom,date
M-6SY4TCNR,P-D1XDPQSF,2021-11-01,2337.0,merchant__clothing,2361.0,2021-11-01 00:00:00.000
M-WOPGOUMI,P-Z1Q1R8RB,2024-09-01,748.0,merchant__clothing,748.0,2024-09-01 00:00:00.000
M-BPV70PHY,P-Z1Q1R8RB,2023-07-01,748.0,merchant__clothing,748.0,2023-07-01 00:00:00.000
M-NOPGMCO1,P-Z1Q1R8RB,2022-10-01,748.0,merchant__clothing,748.0,2022-10-01 00:00:00.000
M-AXU3QUR3,P-YS1Q5YHK,2023-09-01,675.0,merchant__clothing,675.0,2023-09-01 00:00:00.000
M-LJ4WMAVS,P-GJNTTNBZ,2024-11-01,1415.0,merchant__bigboxretailer,1567.0,2024-11-01 00:00:00.000
M-2OX6K21O,P-RW6DH6EB,2023-05-01,1199.0,merchant__clothing,1223.0,2023-05-01 00:00:00.000
M-VGR3PX0M,P-KH5AMEZT,2022-02-01,23.0,merchant__electronics,23.0,2022-02-01 00:00:00.000
M-AOKN65LY,P-DU8MH4NR,2022-04-01,211.0,merchant__bigboxretailer,211.0,2022-04-01 00:00:00.000
M-S0YTLEH5,P-D1XDPQSF,2022-09-01,8265.0,merchant__electronics,8422.0,2022-09-01 00:00:00.000
M-KAVA3K7P,P-7O91ZPJP,2023-06-01,6512.0,merchant__electronics,6702.0,2023-06-01 00:00:00.000
M-GQHOQUKA,P-1KUMBXBO,2023-05-01,3517.0,merchant__bigboxretailer,3647.0,2023-05-01 00:00:00.000
M-LSOV4CFB,P-BQUWMGGX,2022-08-01,450.0,merchant__clothing,450.0,2022-08-01 00:00:00.000
M-BTYZA4UF,P-86UWICUH,2023-01-01,812.0,merchant__bigboxretailer,812.0,2023-01-01 00:00:00.000
M-5X7A0C22,P-GLYGF0FD,2024-02-01,93.0,merchant__bigboxretailer,93.0,2024-02-01 00:00:00.000
M-PNRWOYYG,P-FQE6KSM0,2024-04-01,936.0,merchant__clothing,951.0,2024-04-01 00:00:00.000
M-PFKYYVZA,P-Z1Q1R8RB,2023-03-01,816.0,merchant__electronics,816.0,2023-03-01 00:00:00.000
M-SPC102M5,P-KCMHG45S,2023-11-01,5000.0,merchant__electronics,5183.0,2023-11-01 00:00:00.000
M-JVV5KZ65,P-PSGTPT0C,2024-07-01,2099.0,merchant__bigboxretailer,2186.0,2024-07-01 00:00:00.000
M-5EXK0L72,P-VP08CDK1,2022-11-01,1231.0,merchant__clothing,1271.0,2022-11-01 00:00:00.000
M-KKG63FG1,P-9GDEYYQC,2023-01-01,1648.0,merchant__clothing,1681.0,2023-01-01 00:00:00.000
M-7TWZQYQZ,P-8BHI76F5,2023-06-01,773.0,merchant__clothing,773.0,2023-06-01 00:00:00.000
M-ZHVNXF1O,P-09HVI1I7,2024-06-01,38.0,merchant__bigboxretailer,38.0,2024-06-01 00:00:00.000
M-S289X9YZ,P-CLPSN2L9,2024-09-01,406.0,merchant__clothing,406.0,2024-09-01 00:00:00.000
M-YQ2SD3SS,P-2COKN5Z7,2022-01-01,842.0,merchant__clothing,842.0,2022-01-01 00:00:00.000
M-0ZP204L6,P-CPDTNDJE,2023-01-01,2057.0,merchant__clothing,2080.0,2023-01-01 00:00:00.000
M-O052GZ5R,P-GEN70VB8,2022-09-01,1747.0,merchant__clothing,1789.0,2022-09-01 00:00:00.000
M-KHJR5JH9,P-WEHJV5MG,2022-05-01,428.0,merchant__clothing,428.0,2022-05-01 00:00:00.000
M-VP8JT6QI,P-GEN70VB8,2024-11-01,817.0,merchant__electronics,817.0,2024-11-01 00:00:00.000
M-FDDFI98Y,P-Y2RWSLCK,2024-02-01,769.0,merchant__clothing,769.0,2024-02-01 00:00:00.000
M-QXA6Z03N,P-1FGKWX2V,2024-12-01,1666.0,merchant__bigboxretailer,1769.0,2024-12-01 00:00:00.000
M-PEZRZ8FI,P-WEHJV5MG,2024-10-01,428.0,merchant__clothing,428.0,2024-10-01 00:00:00.000
M-SWV2AYPX,P-FVCDEIME,2024-07-01,3235.0,merchant__electronics,3488.0,2024-07-01 00:00:00.000
M-YITSTPBB,P-GEN70VB8,2022-12-01,730.0,merchant__bigboxretailer,730.0,2022-12-01 00:00:00.000
M-CVOFV0EM,P-FEA649UJ,2023-09-01,5541.0,merchant__electronics,5821.0,2023-09-01 00:00:00.000
M-OMCVJUGD,P-3ZHF3Q97,2023-04-01,118.0,merchant__electronics,118.0,2023-04-01 00:00:00.000
M-UEF1IOXW,P-Y1E6PTO7,2023-03-01,705.0,merchant__electronics,705.0,2023-03-01 00:00:00.000
M-DKVPVWPC,P-1KUMBXBO,2024-06-01,212.0,merchant__electronics,212.0,2024-06-01 00:00:00.000
M-2GG9JTLP,P-Z4S8WKWL,2022-08-01,1943.0,merchant__clothing,1977.0,2022-08-01 00:00:00.000
M-TE9WF3LW,P-9GDEYYQC,2024-02-01,768.0,merchant__bigboxretailer,768.0,2024-02-01 00:00:00.000
M-F6YDOSWI,P-88I28DAN,2023-02-01,7083.0,merchant__electronics,7266.0,2023-02-01 00:00:00.000
M-XVU26QKH,P-6NMK0E10,2024-04-01,755.0,merchant__bigboxretailer,755.0,2024-04-01 00:00:00.000
M-9PBZM1E1,P-JM1OCRS6,2023-12-01,4813.0,merchant__electronics,5030.0,2023-12-01 00:00:00.000
M-LW8PNBT1,P-CLPSN2L9,2023-12-01,2299.0,merchant__bigboxretailer,2390.0,2023-12-01 00:00:00.000
M-0SR1CH3P,P-88I28DAN,2022-08-01,496.0,merchant__bigboxretailer,496.0,2022-08-01 00:00:00.000
M-8CD30J80,P-7HFAJIE8,2023-11-01,326.0,merchant__bigboxretailer,326.0,2023-11-01 00:00:00.000
M-OUUQ8N3H,P-GEN70VB8,2023-04-01,1550.0,merchant__clothing,1555.0,2023-04-01 00:00:00.000
M-O6M7V2CX,P-DK4WOLO6,2024-11-01,1224.0,merchant__clothing,1260.0,2024-11-01 00:00:00.000
M-I75RRBJF,P-86UWICUH,2022-09-01,2235.0,merchant__clothing,2289.0,2022-09-01 00:00:00.000
M-QIXKECE5,P-1FGKWX2V,2024-02-01,419.0,merchant__clothing,419.0,2024-02-01 00:00:00.000
M-52IY3FA7,P-KHZOEJGR,2022-10-01,595.0,merchant__bigboxretailer,595.0,2022-10-01 00:00:00.000
M-HYQ1DM9J,P-JZNBOAO0,2021-12-01,145.0,merchant__bigboxretailer,145.0,2021-12-01 00:00:00.000
M-0IOQT31L,P-GLYGF0FD,2021-11-01,10748.0,merchant__electronics,10984.0,2021-11-01 00:00:00.000
M-HAS7SX4S,P-6BW9THKE,2023-03-01,233.0,merchant__electronics,233.0,2023-03-01 00:00:00.000
M-UMWMPGAG,P-MHEIN6RB,2022-08-01,24.0,merchant__electronics,24.0,2022-08-01 00:00:00.000
M-7N0T820S,P-QLTVCLVI,2023-04-01,347.0,merchant__bigboxretailer,347.0,2023-04-01 00:00:00.000
M-PNIBGEN7,P-WEHJV5MG,2024-10-01,2758.0,merchant__electronics,2941.0,2024-10-01 00:00:00.000
M-DA33AIW9,P-1FGKWX2V,2023-08-01,838.0,merchant__electronics,838.0,2023-08-01 00:00:00.000
M-RTX8V3OT,P-FEA649UJ,2022-04-01,9309.0,merchant__electronics,9517.0,2022-04-01 00:00:00.000
M-RD8XJLXZ,P-FBIWQ337,2023-03-01,7538.0,merchant__electronics,7775.0,2023-03-01 00:00:00.000
M-L5XM5GGA,P-KH5AMEZT,2022-02-01,4570.0,merchant__bigboxretailer,4687.0,2022-02-01 00:00:00.000
M-Z5F2CQRW,P-YS1Q5YHK,2024-12-01,257.0,merchant__electronics,257.0,2024-12-01 00:00:00.000
M-SHU941G3,P-KH5AMEZT,2022-07-01,499.0,merchant__clothing,499.0,2022-07-01 00:00:00.000
M-E8FC5XMN,P-ZN1HH8N5,2022-11-01,1737.0,merchant__clothing,1800.0,2022-11-01 00:00:00.000
M-V5Y9QJKH,P-M0PIJU56,2023-04-01,549.0,merchant__electronics,549.0,2023-04-01 00:00:00.000
M-EDKO32U1,P-3KZWUNVC,2024-07-01,2055.0,merchant__bigboxretailer,2207.0,2024-07-01 00:00:00.000
M-WBJ3V7SI,P-DK4WOLO6,2022-01-01,10268.0,merchant__electronics,10477.0,2022-01-01 00:00:00.000
M-PRUHRLAV,P-CLPSN2L9,2022-06-01,4127.0,merchant__bigboxretailer,4227.0,2022-06-01 00:00:00.000
M-66O9GWW4,P-7O91ZPJP,2023-04-01,1868.0,merchant__clothing,1890.0,2023-04-01 00:00:00.000
M-8PF0U0Z1,P-8BHI76F5,2024-09-01,3130.0,merchant__electronics,3321.0,2024-09-01 00:00:00.000
M-69LPVECI,P-WI0WGQ0C,2024-06-01,2180.0,merchant__bigboxretailer,2255.0,2024-06-01 00:00:00.000
M-MAHDMD57,P-KHZOEJGR,2024-09-01,678.0,merchant__electronics,678.0,2024-09-01 00:00:00.000
M-8KD2PD0H,P-1KUMBXBO,2023-10-01,2884.0,merchant__bigboxretailer,3002.0,2023-10-01 00:00:00.000
M-OZUPR8IL,P-7ETK3T3N,2024-07-01,672.0,merchant__clothing,711.0,2024-07-01 00:00:00.000
M-HKRXGZ2K,P-CB7JJDYR,2023-09-01,1729.0,merchant__clothing,1761.0,2023-09-01 00:00:00.000
M-92P5Y64S,P-PSGTPT0C,2023-07-01,3275.0,merchant__bigboxretailer,3364.0,2023-07-01 00:00:00.000
M-0F2LTY1N,P-3Z3UNUJF,2024-12-01,732.0,merchant__electronics,732.0,2024-12-01 00:00:00.000
M-6IQ6VXC3,P-Y2RWSLCK,2024-08-01,769.0,merchant__clothing,769.0,2024-08-01 00:00:00.000
M-BWLSQUL7,P-KHZOEJGR,2023-09-01,595.0,merchant__bigboxretailer,595.0,2023-09-01 00:00:00.000
M-G8SURT1F,P-FVCDEIME,2022-01-01,9858.0,merchant__electronics,10047.0,2022-01-01 00:00:00.000
M-ENJNECH0,P-Q0V5HRZM,2022-08-01,321.0,merchant__electronics,321.0,2022-08-01 00:00:00.000
M-KRPVKJY8,P-ARA49TZS,2023-08-01,3288.0,merchant__bigboxretailer,3389.0,2023-08-01 00:00:00.000
M-WDP5QTXL,P-CLPSN2L9,2022-12-01,3564.0,merchant__bigboxretailer,3660.0,2022-12-01 00:00:00.000
M-N1VA924N,P-3QPJTNTV,2022-11-01,7775.0,merchant__electronics,8011.0,2022-11-01 00:00:00.000
M-GMB030U0,P-GLYGF0FD,2021-12-01,93.0,merchant__bigboxretailer,93.0,2021-12-01 00:00:00.000
M-L61D6712,P-QLTVCLVI,2023-12-01,485.0,merchant__electronics,485.0,2023-12-01 00:00:00.000
M-MHXKFQ1M,P-6CGMXPQW,2022-02-01,1818.0,merchant__clothing,1848.0,2022-02-01 00:00:00.000
M-TDSVT3A6,P-CLPSN2L9,2022-07-01,4012.0,merchant__bigboxretailer,4127.0,2022-07-01 00:00:00.000
M-EY9UHKFI,P-CB7JJDYR,2023-07-01,385.0,merchant__bigboxretailer,385.0,2023-07-01 00:00:00.000
M-PUFI0YH3,P-2COKN5Z7,2023-01-01,3979.0,merchant__bigboxretailer,4024.0,2023-01-01 00:00:00.000
M-91A4TB3E,P-XU5MN3U7,2022-10-01,952.0,merchant__electronics,952.0,2022-10-01 00:00:00.000
M-PSKV63LQ,P-JZNBOAO0,2022-06-01,145.0,merchant__bigboxretailer,145.0,2022-06-01 00:00:00.000
M-68WS8Q9E,P-Z4S8WKWL,2023-01-01,985.0,merchant__electronics,985.0,2023-01-01 00:00:00.000
M-M8MU1PCK,P-YS1Q5YHK,2023-04-01,675.0,merchant__clothing,675.0,2023-04-01 00:00:00.000
M-CMLKWKUC,P-24XYAMNJ,2024-06-01,465.0,merchant__electronics,465.0,2024-06-01 00:00:00.000
M-YIDYUNE6,P-7ETK3T3N,2023-08-01,345.0,merchant__electronics,345.0,2023-08-01 00:00:00.000
M-VNFW4INF,P-CYKBPXIA,2022-04-01,4608.0,merchant__bigboxretailer,4708.0,2022-04-01 00:00:00.000
M-CS87AB7Y,P-KH5AMEZT,2024-03-01,2070.0,merchant__bigboxretailer,2171.0,2024-03-01 00:00:00.000
M-G3H7547U,P-RC9I1YFM,2024-04-01,31.0,merchant__bigboxretailer,31.0,2024-04-01 00:00:00.000
M-0Q819FQR,P-VP08CDK1,2022-07-01,4505.0,merchant__bigboxretailer,4585.0,2022-07-01 00:00:00.000
M-3JQETAXP,P-TMFDHTNI,2023-11-01,439.0,merchant__electronics,439.0,2023-11-01 00:00:00.000
M-WDE9KAWK,P-EOPE7IHA,2024-01-01,962.0,merchant__clothing,988.0,2024-01-01 00:00:00.000
M-KBWXF925,P-Y2RWSLCK,2024-02-01,4396.0,merchant__electronics,4649.0,2024-02-01 00:00:00.000
M-1USPKPS3,P-ZN1HH8N5,2024-02-01,1270.0,merchant__clothing,1307.0,2024-02-01 00:00:00.000
M-JZB1PCY1,P-CPDTNDJE,2021-12-01,2515.0,merchant__clothing,2544.0,2021-12-01 00:00:00.000
M-UMVXE3LT,P-RDU4ZGRH,2023-03-01,1937.0,merchant__clothing,1966.0,2023-03-01 00:00:00.000
M-PIQDBULK,P-NCFZW74X,2024-12-01,603.0,merchant__clothing,603.0,2024-12-01 00:00:00.000
M-APPUA4XU,P-TMFDHTNI,2023-05-01,3826.0,merchant__bigboxretailer,3920.0,2023-05-01 00:00:00.000
M-G5LFFLCS,P-X5JEKM0B,2023-07-01,6161.0,merchant__electronics,6321.0,2023-07-01 00:00:00.000
M-O1YFEU6C,P-H8SRYPZ7,2022-08-01,256.0,merchant__clothing,256.0,2022-08-01 00:00:00.000
M-AZE3UOYF,P-AJ2G8KSW,2023-05-01,301.0,merchant__bigboxretailer,301.0,2023-05-01 00:00:00.000
M-EI5DM6WQ,P-Y1E6PTO7,2022-06-01,705.0,merchant__electronics,705.0,2022-06-01 00:00:00.000
M-Y1Q08HGE,P-Z4S8WKWL,2024-03-01,1316.0,merchant__clothing,1336.0,2024-03-01 00:00:00.000
M-K2J2MLSR,P-VVRTR13E,2022-08-01,1731.0,merchant__clothing,1747.0,2022-08-01 00:00:00.000
M-X9NQDCXV,P-RDU4ZGRH,2022-01-01,2448.0,merchant__clothing,2481.0,2022-01-01 00:00:00.000
M-3OJYYVTO,P-CPDTNDJE,2022-04-01,2373.0,merchant__clothing,2402.0,2022-04-01 00:00:00.000
M-N4ON76D7,P-WI0WGQ0C,2021-10-01,799.0,merchant__electronics,799.0,2021-10-01 00:00:00.000
M-ZFADAVO5,P-FBIWQ337,2022-05-01,795.0,merchant__bigboxretailer,795.0,2022-05-01 00:00:00.000
M-P3GMZLKZ,P-86UWICUH,2023-09-01,812.0,merchant__bigboxretailer,812.0,2023-09-01 00:00:00.000
M-JXMZPYDB,P-D1XDPQSF,2023-03-01,1718.0,merchant__clothing,1766.0,2023-03-01 00:00:00.000
M-3COEXGE6,P-Q0V5HRZM,2024-02-01,1486.0,merchant__clothing,1530.0,2024-02-01 00:00:00.000
M-9IZS5O1C,P-1FGKWX2V,2021-11-01,5296.0,merchant__bigboxretailer,5443.0,2021-11-01 00:00:00.000
M-JGNKBAXW,P-14Z846TC,2021-10-01,10.0,merchant__clothing,10.0,2021-10-01 00:00:00.000
M-W0KEGNUB,P-KHZOEJGR,2024-05-01,595.0,merchant__bigboxretailer,595.0,2024-05-01 00:00:00.000
M-FQTZOH24,P-7HFAJIE8,2024-03-01,91.0,merchant__electronics,91.0,2024-03-01 00:00:00.000
M-ROLFZW13,P-JM1OCRS6,2023-04-01,3616.0,merchant__bigboxretailer,3731.0,2023-04-01 00:00:00.000
M-0GSWMXTM,P-KH5AMEZT,2023-04-01,23.0,merchant__electronics,23.0,2023-04-01 00:00:00.000
M-OOKPZ5JD,P-DK4WOLO6,2024-10-01,1260.0,merchant__clothing,1290.0,2024-10-01 00:00:00.000
M-2VGQIGRB,P-I82KT6GS,2022-04-01,4812.0,merchant__bigboxretailer,4891.0,2022-04-01 00:00:00.000
M-JKP22IVL,P-RW6DH6EB,2024-08-01,538.0,merchant__electronics,538.0,2024-08-01 00:00:00.000
M-XF39YI6C,P-6NMK0E10,2022-10-01,380.0,merchant__electronics,380.0,2022-10-01 00:00:00.000
M-CEH4LFPN,P-D1XDPQSF,2024-11-01,576.0,merchant__bigboxretailer,576.0,2024-11-01 00:00:00.000
M-8PPM97AT,P-24XYAMNJ,2022-09-01,3583.0,merchant__bigboxretailer,3684.0,2022-09-01 00:00:00.000
M-LOT5WBQ3,P-Y1E6PTO7,2023-10-01,705.0,merchant__electronics,705.0,2023-10-01 00:00:00.000
M-4QAZW9KT,P-6BW9THKE,2023-08-01,233.0,merchant__electronics,233.0,2023-08-01 00:00:00.000
M-ANIZ7DIM,P-RUWT9IQL,2022-09-01,4151.0,merchant__bigboxretailer,4244.0,2022-09-01 00:00:00.000
M-WJ451FYV,P-CYKBPXIA,2023-06-01,3335.0,merchant__bigboxretailer,3422.0,2023-06-01 00:00:00.000
M-ZIY0E9MD,P-7O91ZPJP,2024-03-01,4562.0,merchant__electronics,4758.0,2024-03-01 00:00:00.000
M-A8O1MQ9Y,P-24XYAMNJ,2023-09-01,304.0,merchant__clothing,304.0,2023-09-01 00:00:00.000
M-K327B1R6,P-Z1Q1R8RB,2023-05-01,748.0,merchant__clothing,748.0,2023-05-01 00:00:00.000
M-AP86DNGF,P-0H1EWXEB,2023-04-01,185.0,merchant__electronics,185.0,2023-04-01 00:00:00.000
M-9VUHA9ZH,P-VVRTR13E,2023-01-01,1542.0,merchant__clothing,1590.0,2023-01-01 00:00:00.000
M-4FIJ2M10,P-R80WGNC9,2024-04-01,404.0,merchant__bigboxretailer,404.0,2024-04-01 00:00:00.000
M-IMAIBQVQ,P-BQUWMGGX,2022-04-01,5199.0,merchant__bigboxretailer,5292.0,2022-04-01 00:00:00.000
M-LE1STK73,P-ARA49TZS,2024-01-01,2766.0,merchant__bigboxretailer,2866.0,2024-01-01 00:00:00.000
M-IA563R84,P-7ETK3T3N,2022-08-01,1636.0,merchant__clothing,1680.0,2022-08-01 00:00:00.000
M-4O931WEU,P-VZYM7XLO,2021-11-01,2360.0,merchant__clothing,2390.0,2021-11-01 00:00:00.000
M-5ETU1YKY,P-IVPJAWWH,2022-11-01,801.0,merchant__electronics,801.0,2022-11-01 00:00:00.000
M-X181TLXN,P-R80WGNC9,2024-04-01,4678.0,merchant__electronics,4896.0,2024-04-01 00:00:00.000
M-S4FKMG8L,P-WI0WGQ0C,2024-01-01,837.0,merchant__clothing,868.0,2024-01-01 00:00:00.000
M-ABYRAUFA,P-CB7JJDYR,2023-01-01,43.0,merchant__electronics,43.0,2023-01-01 00:00:00.000
M-07LBNUN9,P-ARA49TZS,2023-12-01,2866.0,merchant__bigboxretailer,3017.0,2023-12-01 00:00:00.000
M-NOKSCS16,P-NCFZW74X,2023-11-01,2287.0,merchant__bigboxretailer,2377.0,2023-11-01 00:00:00.000
M-ANL6JYXP,P-QLTVCLVI,2024-11-01,852.0,merchant__clothing,885.0,2024-11-01 00:00:00.000
M-UDYDPQ81,P-86UWICUH,2023-06-01,6174.0,merchant__electronics,6386.0,2023-06-01 00:00:00.000
M-ERPSW4DJ,P-M0PIJU56,2023-11-01,217.0,merchant__bigboxretailer,217.0,2023-11-01 00:00:00.000
M-840C8KFF,P-TMFDHTNI,2023-02-01,439.0,merchant__electronics,439.0,2023-02-01 00:00:00.000
M-1SYN74PK,P-FLJC8ZF6,2021-11-01,5169.0,merchant__bigboxretailer,5285.0,2021-11-01 00:00:00.000
M-EKFJ0ENO,P-KH5AMEZT,2024-01-01,23.0,merchant__electronics,23.0,2024-01-01 00:00:00.000
M-CUNY6Z66,P-WI0WGQ0C,2022-11-01,4030.0,merchant__bigboxretailer,4135.0,2022-11-01 00:00:00.000
M-ZBQIIPPG,P-7YGKX2EQ,2022-10-01,8160.0,merchant__electronics,8449.0,2022-10-01 00:00:00.000
M-T3T6ZQ8M,P-17VW055N,2022-03-01,61.0,merchant__electronics,61.0,2022-03-01 00:00:00.000
M-L87Y94SS,P-NCFZW74X,2023-09-01,2481.0,merchant__bigboxretailer,2576.0,2023-09-01 00:00:00.000
M-KX64DIQY,P-FLJC8ZF6,2022-05-01,921.0,merchant__clothing,921.0,2022-05-01 00:00:00.000
M-70D6YN7S,P-41V30DW4,2022-05-01,2240.0,merchant__clothing,2274.0,2022-05-01 00:00:00.000
M-6X3TNATH,P-3Z3UNUJF,2023-07-01,607.0,merchant__bigboxretailer,607.0,2023-07-01 00:00:00.000
M-YYENEXD8,P-8BHI76F5,2024-09-01,773.0,merchant__clothing,773.0,2024-09-01 00:00:00.000
M-FRX5TR4A,P-GJNTTNBZ,2024-01-01,635.0,merchant__clothing,635.0,2024-01-01 00:00:00.000
M-MPT56DV0,P-9GDEYYQC,2023-09-01,1370.0,merchant__clothing,1413.0,2023-09-01 00:00:00.000
M-3GFN6AX7,P-VVRTR13E,2023-10-01,450.0,merchant__electronics,450.0,2023-10-01 00:00:00.000
M-RGQDFNM2,P-D1XDPQSF,2023-05-01,1672.0,merchant__clothing,1688.0,2023-05-01 00:00:00.000
M-C7D29U44,P-YS1Q5YHK,2023-12-01,675.0,merchant__clothing,675.0,2023-12-01 00:00:00.000
M-GW2FJC6O,P-1GOR71BN,2022-04-01,530.0,merchant__electronics,530.0,2022-04-01 00:00:00.000
M-49SKU83M,P-2P3LQ8WQ,2024-04-01,633.0,merchant__bigboxretailer,633.0,2024-04-01 00:00:00.000
M-MBJFF8X8,P-XU5MN3U7,2024-09-01,952.0,merchant__electronics,952.0,2024-09-01 00:00:00.000
M-WYP04UKO,P-6NMK0E10,2024-03-01,380.0,merchant__electronics,380.0,2024-03-01 00:00:00.000
M-O2X0KS7G,P-PSGTPT0C,2023-11-01,5367.0,merchant__electronics,5607.0,2023-11-01 00:00:00.000
M-PHV3W81R,P-4L2BPQDZ,2024-08-01,1025.0,merchant__clothing,1053.0,2024-08-01 00:00:00.000
M-CT6TCHHZ,P-6R63U2JU,2024-12-01,255.0,merchant__electronics,255.0,2024-12-01 00:00:00.000
M-9N2NP186,P-1FGKWX2V,2023-12-01,419.0,merchant__clothing,419.0,2023-12-01 00:00:00.000
M-8L6T9H4B,P-EG3YJ338,2024-06-01,346.0,merchant__bigboxretailer,346.0,2024-06-01 00:00:00.000
M-A04OHQNV,P-Y2RWSLCK,2024-09-01,1638.0,merchant__bigboxretailer,1764.0,2024-09-01 00:00:00.000
M-7V630W40,P-ANQV2M79,2024-02-01,2091.0,merchant__bigboxretailer,2178.0,2024-02-01 00:00:00.000
M-FS5ZNBBV,P-EOPE7IHA,2022-07-01,1615.0,merchant__clothing,1651.0,2022-07-01 00:00:00.000
M-Z93EKWPV,P-Y2RWSLCK,2022-01-01,9968.0,merchant__electronics,10158.0,2022-01-01 00:00:00.000
M-40CX00Y5,P-14Z846TC,2024-10-01,2755.0,merchant__electronics,2966.0,2024-10-01 00:00:00.000
M-A5H4VNFX,P-7YGKX2EQ,2021-12-01,2160.0,merchant__clothing,2224.0,2021-12-01 00:00:00.000
M-X5L0U85G,P-14Z846TC,2024-02-01,10.0,merchant__clothing,10.0,2024-02-01 00:00:00.000
M-SK509WGX,P-DK4WOLO6,2024-02-01,37.0,merchant__bigboxretailer,37.0,2024-02-01 00:00:00.000
M-MU06SYPB,P-0H1EWXEB,2022-02-01,5104.0,merchant__bigboxretailer,5168.0,2022-02-01 00:00:00.000
M-7UAJZO44,P-DK4WOLO6,2023-08-01,6003.0,merchant__electronics,6173.0,2023-08-01 00:00:00.000
M-ZZMHYD5B,P-Z4S8WKWL,2024-11-01,723.0,merchant__bigboxretailer,723.0,2024-11-01 00:00:00.000
M-NUN2DFH1,P-6RJFHPGV,2024-08-01,1049.0,merchant__clothing,1111.0,2024-08-01 00:00:00.000
M-P7304AUH,P-IVPJAWWH,2021-12-01,166.0,merchant__bigboxretailer,166.0,2021-12-01 00:00:00.000
M-3KAB8TCM,P-F2TJEYP5,2024-03-01,926.0,merchant__clothing,958.0,2024-03-01 00:00:00.000
M-D77CHGI1,P-3QPJTNTV,2024-06-01,1429.0,merchant__clothing,1481.0,2024-06-01 00:00:00.000
M-6WB8DV56,P-HP2GUQIM,2022-09-01,1767.0,merchant__clothing,1801.0,2022-09-01 00:00:00.000
M-4U98DQ71,P-F2TJEYP5,2022-10-01,846.0,merchant__bigboxretailer,846.0,2022-10-01 00:00:00.000
M-EXDFS091,P-FVCDEIME,2024-07-01,121.0,merchant__bigboxretailer,121.0,2024-07-01 00:00:00.000
M-5WCVQS1E,P-QLTVCLVI,2024-04-01,485.0,merchant__electronics,485.0,2024-04-01 00:00:00.000
M-I2WZLFQ8,P-VIJEYOYB,2022-06-01,23.0,merchant__electronics,23.0,2022-06-01 00:00:00.000
M-Q8E7UE3P,P-8BHI76F5,2022-10-01,3767.0,merchant__bigboxretailer,3855.0,2022-10-01 00:00:00.000
M-FT3006JQ,P-CLPSN2L9,2024-12-01,879.0,merchant__electronics,879.0,2024-12-01 00:00:00.000
M-TH3GEGKU,P-KH5AMEZT,2024-07-01,1737.0,merchant__bigboxretailer,1865.0,2024-07-01 00:00:00.000
M-N71F005K,P-Z1Q1R8RB,2022-10-01,3918.0,merchant__bigboxretailer,3997.0,2022-10-01 00:00:00.000
M-HOY5K6TH,P-6BW9THKE,2024-04-01,628.0,merchant__clothing,628.0,2024-04-01 00:00:00.000
M-F6HN3D8X,P-6NMK0E10,2024-03-01,1423.0,merchant__clothing,1467.0,2024-03-01 00:00:00.000
M-KXVR1JR8,P-M0PIJU56,2022-03-01,549.0,merchant__electronics,549.0,2022-03-01 00:00:00.000
M-AUII2EOB,P-3Z3UNUJF,2024-03-01,732.0,merchant__electronics,732.0,2024-03-01 00:00:00.000
M-SF0IX4JA,P-RC9I1YFM,2023-10-01,1541.0,merchant__clothing,1559.0,2023-10-01 00:00:00.000
M-IJWBROZD,P-17VW055N,2022-10-01,3891.0,merchant__bigboxretailer,4011.0,2022-10-01 00:00:00.000
M-HRAFO2ZD,P-UB0JXL3L,2024-10-01,1394.0,merchant__bigboxretailer,1485.0,2024-10-01 00:00:00.000
M-JA4LK0RO,P-WEHJV5MG,2022-05-01,4816.0,merchant__bigboxretailer,4902.0,2022-05-01 00:00:00.000
M-8YH15TFE,P-DU8MH4NR,2024-11-01,562.0,merchant__electronics,562.0,2024-11-01 00:00:00.000
M-PNQ7RQ6S,P-CLPSN2L9,2022-09-01,406.0,merchant__clothing,406.0,2022-09-01 00:00:00.000
M-4ZP2PC0D,P-3ZHF3Q97,2024-10-01,666.0,merchant__clothing,691.0,2024-10-01 00:00:00.000
M-5S55XZNG,P-ANQV2M79,2023-09-01,2579.0,merchant__bigboxretailer,2713.0,2023-09-01 00:00:00.000
M-C3YL2ICF,P-7YGKX2EQ,2022-05-01,9333.0,merchant__electronics,9536.0,2022-05-01 00:00:00.000
M-VP19SUR8,P-TMFDHTNI,2024-04-01,439.0,merchant__electronics,439.0,2024-04-01 00:00:00.000
M-VM2OG7NC,P-GLYGF0FD,2024-04-01,1225.0,merchant__clothing,1257.0,2024-04-01 00:00:00.000
M-GHVJ403V,P-86UWICUH,2023-08-01,5747.0,merchant__electronics,5983.0,2023-08-01 00:00:00.000
M-XRW1EUV2,P-3KZWUNVC,2023-09-01,17.0,merchant__clothing,17.0,2023-09-01 00:00:00.000
M-81X2JDIA,P-QLTVCLVI,2022-02-01,485.0,merchant__electronics,485.0,2022-02-01 00:00:00.000
M-7OO0QKHY,P-KHZOEJGR,2021-12-01,2561.0,merchant__clothing,2587.0,2021-12-01 00:00:00.000
M-9FVACZXM,P-14Z846TC,2024-04-01,2266.0,merchant__bigboxretailer,2393.0,2024-04-01 00:00:00.000
