return_id,order__order_id,product__product_id,customer__customer_id,return_unit_cost,return_unit_quantity,wdf__client_id,return_unit_paid_amount,date,return_date
R-0I20ASRQ,O-2JEH7JOX,P-24XYAMNJ,C-7JSGCAVY,121.62,6.0,merchant__electronics,320.15,2025-01-15 18:22:46.000,2025-01-15 11:29:55.000
R-GR0KRZNI,O-P6P7C4TX,P-Y2RWSLCK,C-TKNBOIUP,63.13,7.0,merchant__bigboxretailer,213.64,2025-01-15 12:22:56.000,2025-01-15 04:19:01.000
R-517404DI,O-M1F0W8RH,P-VIJEYOYB,C-XN7D8IU9,178.23,3.0,merchant__electronics,406.65,2025-01-15 04:25:48.000,2025-01-15 22:11:08.000
R-WEY8QEL2,O-ADYR1548,P-EOPE7IHA,C-BDOYZKB7,713.19,9.0,merchant__electronics,669.25,2025-01-15 20:16:27.000,2025-01-15 13:39:23.000
R-7SJ6DTCA,O-HL3BPOQE,P-41V30DW4,C-NCMQD5G1,54.95,4.0,merchant__bigboxretailer,345.12,2025-01-15 11:58:16.000,2025-01-15 23:59:37.000
R-X6V2JHGK,O-DDABGFR9,P-0H1EWXEB,C-ER6P2WNX,868.03,1.0,merchant__clothing,274.18,2025-01-15 03:55:41.000,2025-01-15 07:43:29.000
R-KEUH9TG5,O-N83HFCY3,P-KCMHG45S,C-U9GNX33A,31.23,10.0,merchant__electronics,503.63,2025-01-15 15:35:19.000,2025-01-15 22:34:22.000
R-CYKXI599,O-THTMISNC,P-8BHI76F5,C-TKNBOIUP,178.92,6.0,merchant__electronics,523.92,2025-01-15 08:46:48.000,2025-01-15 01:35:59.000
R-GHDP6XQV,O-JAIQ5YK0,P-8BHI76F5,C-LE9ZEKBS,517.6,1.0,merchant__bigboxretailer,545.58,2025-01-15 07:14:31.000,2025-01-15 14:25:48.000
R-VRVTVGW1,O-L50731N9,P-Y1E6PTO7,C-0KLGPPW2,91.07,4.0,merchant__bigboxretailer,383.54,2025-01-15 14:38:58.000,2025-01-15 01:51:20.000
R-P5LF5KXW,O-DZVAZZUB,P-FBIWQ337,C-BGU49LX9,125.03,3.0,merchant__electronics,408.75,2025-01-15 21:54:36.000,2025-01-15 19:30:39.000
R-6XNP5BN0,O-4HS3YJR1,P-9GDEYYQC,C-25VPHPPB,565.99,7.0,merchant__electronics,262.26,2025-01-15 11:20:21.000,2025-01-15 09:59:57.000
R-M70JK4QB,O-5RAY3B6S,P-6BW9THKE,C-OIXR1PCX,255.88,10.0,merchant__electronics,166.09,2025-01-15 23:08:28.000,2025-01-15 11:00:10.000
R-UQ7H0S87,O-WZLNGVC8,P-BQUWMGGX,C-LE9ZEKBS,250.34,3.0,merchant__electronics,679.02,2025-01-16 10:57:44.000,2025-01-16 18:55:40.000
R-WNJDHHD3,O-GL8HU106,P-Z1Q1R8RB,C-SSC4DD23,113.17,3.0,merchant__bigboxretailer,69.66,2025-01-16 23:42:14.000,2025-01-16 10:17:44.000
R-LBN8S8ES,O-BXEASV4Q,P-Y2RWSLCK,C-0EC1SB87,356.22,8.0,merchant__bigboxretailer,47.75,2025-01-16 17:58:04.000,2025-01-16 07:23:01.000
R-Q1F7TFGZ,O-5YYOL2GV,P-86UWICUH,C-GC73V6BX,176.32,6.0,merchant__electronics,550.67,2025-01-16 08:58:39.000,2025-01-16 02:09:48.000
R-OBM1U4CB,O-OWWPNX0G,P-FLJC8ZF6,C-X295KAL2,3.66,8.0,merchant__bigboxretailer,536.16,2025-01-16 23:56:30.000,2025-01-16 09:35:01.000
R-DJC7VRIV,O-EMR371BC,P-GLYGF0FD,C-NVLP4LVV,39.13,4.0,merchant__electronics,252.61,2025-01-17 11:15:17.000,2025-01-17 09:56:25.000
R-7E0W2BCC,O-QO34KGLR,P-X5JEKM0B,C-N204IVTD,316.0,7.0,merchant__electronics,353.06,2025-01-17 10:35:36.000,2025-01-17 12:52:57.000
R-L1UVG635,O-LAJ6SOMW,P-KH5AMEZT,C-JEKKTGSU,106.08,8.0,merchant__electronics,922.32,2025-01-17 08:29:04.000,2025-01-17 13:06:11.000
R-GILXSRRU,O-F5Z2J7V4,P-14Z846TC,C-SOQNM2PW,35.38,8.0,merchant__bigboxretailer,504.36,2025-01-17 07:25:35.000,2025-01-17 13:52:35.000
R-2FL7KM79,O-GAE7AVY2,P-14Z846TC,C-7M9WWQEU,318.95,10.0,merchant__electronics,67.13,2025-01-17 10:28:41.000,2025-01-17 01:04:56.000
R-9M7J15QL,O-9HQWZXH9,P-AJ2G8KSW,C-WSBW93YV,12.79,5.0,merchant__bigboxretailer,681.9,2025-01-17 04:59:48.000,2025-01-17 23:55:12.000
R-4GJY1QCH,O-4ORIZWNN,P-PSGTPT0C,C-MTWA7FBG,203.57,5.0,merchant__clothing,431.61,2025-01-17 18:26:56.000,2025-01-17 18:09:08.000
R-LNOMW2U1,O-6L1B8D4I,P-Y2RWSLCK,C-RMARDB3C,2.96,1.0,merchant__electronics,258.86,2025-01-17 00:20:35.000,2025-01-17 12:44:21.000
R-T59HZX9C,O-QQY5ICOT,P-FLJC8ZF6,C-81L9PJRV,371.31,7.0,merchant__bigboxretailer,69.3,2025-01-17 21:02:02.000,2025-01-17 23:45:10.000
R-WKSRWQ7F,O-2ZEX3FIV,P-JM1OCRS6,C-3ZZ3CJIU,77.15,10.0,merchant__electronics,192.12,2025-01-17 08:31:01.000,2025-01-17 08:34:01.000
R-QL72XE83,O-QF1FN5ZC,P-ARA49TZS,C-X6W1255G,18.6,9.0,merchant__electronics,250.69,2025-01-17 00:57:15.000,2025-01-17 22:07:51.000
R-PTD5JXFW,O-JLV3XLTV,P-EOPE7IHA,C-4KQKPFX9,40.1,1.0,merchant__bigboxretailer,280.78,2025-01-17 05:41:12.000,2025-01-17 03:20:46.000
R-8WD559FK,O-HKOECW3E,P-8BHI76F5,C-6NTZ7KGY,57.82,6.0,merchant__bigboxretailer,748.85,2025-01-17 19:28:29.000,2025-01-17 09:09:53.000
R-M54RVVO5,O-0X7TK16F,P-0H1EWXEB,C-AJU4JXFK,128.17,2.0,merchant__electronics,106.22,2025-01-17 20:17:09.000,2025-01-17 17:00:16.000
R-TN972VEQ,O-QJNXJE45,P-9GDEYYQC,C-WEY4MAF8,771.07,10.0,merchant__electronics,359.02,2025-01-17 02:30:15.000,2025-01-17 12:02:23.000
R-7E0W2BCC,O-I09XWZVX,P-ANQV2M79,C-9F2B9C3C,302.68,2.0,merchant__clothing,323.75,2025-01-17 09:11:51.000,2025-01-17 06:19:03.000
R-U02O5TCA,O-FFSCVOKP,P-24XYAMNJ,C-A5B6G8IU,318.53,9.0,merchant__bigboxretailer,433.14,2025-01-17 08:37:50.000,2025-01-17 22:10:11.000
R-JI4FRXVM,O-Z3KSHJNL,P-X5JEKM0B,C-SPR4RH43,741.54,10.0,merchant__bigboxretailer,554.46,2025-01-18 05:46:31.000,2025-01-18 07:37:27.000
R-NG3HBEH9,O-LGX8Y1KD,P-7O91ZPJP,C-WL6Y9GIN,11.7,1.0,merchant__clothing,412.47,2025-01-19 05:31:19.000,2025-01-19 09:20:02.000
R-2EBLU1S0,O-2JEH7JOX,P-VIJEYOYB,C-9SA8CYOZ,104.0,7.0,merchant__bigboxretailer,671.43,2025-01-19 12:32:38.000,2025-01-19 14:36:33.000
R-I6ALTUU8,O-SH1DDBGQ,P-H8SRYPZ7,C-3UE27BFS,41.67,9.0,merchant__electronics,407.91,2025-01-19 23:16:25.000,2025-01-19 08:46:05.000
R-F99KUDD9,O-JE0RBINO,P-D1XDPQSF,C-40PX27ED,14.16,6.0,merchant__electronics,328.13,2025-01-19 07:33:50.000,2025-01-19 17:46:58.000
R-PY45AK8Q,O-2EUS0WW4,P-7O91ZPJP,C-59AZWPME,200.01,4.0,merchant__bigboxretailer,217.11,2025-01-19 09:35:50.000,2025-01-19 16:36:07.000
R-8E8DWR28,O-KLV42S0P,P-YS1Q5YHK,C-H2GE5S9D,318.95,4.0,merchant__electronics,684.57,2025-01-19 11:14:21.000,2025-01-19 05:15:42.000
R-AK6OFKYN,O-Q73Q07YC,P-6BW9THKE,C-RQGE7TGX,5.12,3.0,merchant__electronics,546.94,2025-01-19 05:11:21.000,2025-01-19 23:26:17.000
R-7447NGO4,O-NLMU93BR,P-D1XDPQSF,C-0S8H02H9,255.88,4.0,merchant__electronics,113.68,2025-01-19 07:08:59.000,2025-01-19 00:22:47.000
R-4FNFBEKD,O-Q73Q07YC,P-41V30DW4,C-9OXZBAIZ,16.64,10.0,merchant__bigboxretailer,412.47,2025-01-19 11:46:53.000,2025-01-19 02:14:47.000
R-F19M4WLG,O-2K9FBURT,P-XU5MN3U7,C-YTHTB74R,296.76,3.0,merchant__electronics,452.36,2025-01-19 00:48:15.000,2025-01-19 17:36:33.000
R-990I3QXW,O-VT9FXTEF,P-6BW9THKE,C-46A7ID47,828.41,7.0,merchant__clothing,781.86,2025-01-19 20:00:28.000,2025-01-19 11:19:30.000
R-2GZCY3LG,O-PSS3OEFM,P-EOPE7IHA,C-7SRLRU8I,213.45,8.0,merchant__bigboxretailer,434.03,2025-01-19 07:08:18.000,2025-01-19 08:13:32.000
R-PYKCFHW5,O-IKOJ8O8D,P-86UWICUH,C-9YIM9W52,296.18,3.0,merchant__bigboxretailer,144.92,2025-01-19 07:34:17.000,2025-01-19 01:15:36.000
R-G9INJAYZ,O-CXTUKEHH,P-86UWICUH,C-HJ742RNT,125.17,7.0,merchant__bigboxretailer,296.09,2025-01-19 09:04:20.000,2025-01-19 13:08:40.000
R-5AURWCWH,O-ADMAQYW6,P-WEHJV5MG,C-3FM9IKHA,315.12,9.0,merchant__electronics,132.84,2025-01-19 11:42:52.000,2025-01-19 00:41:21.000
R-T1IPM2L9,O-4XJT2NVX,P-09HVI1I7,C-7K34ZCDT,548.62,2.0,merchant__electronics,241.39,2025-01-19 23:11:14.000,2025-01-19 23:46:44.000
R-9YQMTU8W,O-2XVO2R8L,P-GJNTTNBZ,C-G25H9WSA,233.49,6.0,merchant__electronics,477.0,2025-01-20 14:32:05.000,2025-01-20 02:55:56.000
R-FST4NOSV,O-3EWDU0PG,P-1KUMBXBO,C-YO8KRZQN,93.54,5.0,merchant__electronics,354.47,2025-01-20 16:12:52.000,2025-01-20 00:31:58.000
R-5K63ZDES,O-9A214F1C,P-PSGTPT0C,C-R03Q1A3K,41.67,2.0,merchant__bigboxretailer,502.01,2025-01-20 14:59:33.000,2025-01-20 10:23:07.000
R-OJFE2IRS,O-IEXRSRDB,P-G0AEWWH1,C-BAQ76JP8,87.29,4.0,merchant__electronics,579.19,2025-01-20 01:39:29.000,2025-01-20 13:12:43.000
R-8I6DP9DW,O-Z5ANFDYI,P-FLJC8ZF6,C-2O8UXURV,311.52,6.0,merchant__electronics,513.32,2025-01-20 10:33:50.000,2025-01-20 08:59:31.000
R-CDG8DU3G,O-OC3VDP9V,P-88I28DAN,C-KNSQK793,812.32,7.0,merchant__electronics,177.73,2025-01-20 15:20:11.000,2025-01-20 10:43:44.000
R-1GQAY5I3,O-F11XSA0W,P-KH5AMEZT,C-MLLY5C0S,39.89,9.0,merchant__bigboxretailer,628.31,2025-01-20 14:12:27.000,2025-01-20 09:23:58.000
R-Z36QMHWL,O-FMKYNHJO,P-WEHJV5MG,C-W7IOX4YU,123.96,9.0,merchant__bigboxretailer,309.1,2025-01-21 09:02:47.000,2025-01-21 10:59:45.000
R-JKY5LZB1,O-ZIC7ZF4Q,P-CPDTNDJE,C-09SPV767,10.63,4.0,merchant__bigboxretailer,650.54,2025-01-21 11:30:24.000,2025-01-21 16:24:40.000
R-6RLDAZOJ,O-J2KXJ0RB,P-WEHJV5MG,C-LH01MQIA,279.08,5.0,merchant__electronics,9.7,2025-01-21 23:52:56.000,2025-01-21 17:36:26.000
R-SP0HCYU4,O-3F2C9XRI,P-GLYGF0FD,C-SWYI02H8,112.66,8.0,merchant__bigboxretailer,49.44,2025-01-21 06:49:05.000,2025-01-21 15:28:21.000
R-U666DTRP,O-QM6X136W,P-PSGTPT0C,C-FERKSSWL,292.49,5.0,merchant__electronics,739.17,2025-01-21 16:23:42.000,2025-01-21 17:39:38.000
R-GQA1MOAI,O-T0O328UB,P-G0AEWWH1,C-ZKB7M9MU,194.93,10.0,merchant__bigboxretailer,79.26,2025-01-21 01:11:51.000,2025-01-21 00:10:17.000
R-UU9U8LYE,O-EMR371BC,P-14Z846TC,C-RQGE7TGX,443.37,10.0,merchant__clothing,856.83,2025-01-21 01:32:54.000,2025-01-21 23:24:08.000
R-X5YQXU7Z,O-UAT44K1K,P-MHEIN6RB,C-0KLGPPW2,181.89,5.0,merchant__electronics,347.79,2025-01-21 16:12:11.000,2025-01-21 06:33:57.000
R-YTQ6VJOX,O-E5L3X9H9,P-VIJEYOYB,C-PMTPJ8MG,378.43,2.0,merchant__electronics,506.42,2025-01-21 07:07:06.000,2025-01-21 07:47:55.000
R-X6V2JHGK,O-AI5BWBWP,P-GJNTTNBZ,C-NVLP4LVV,554.06,5.0,merchant__electronics,633.16,2025-01-21 00:32:41.000,2025-01-21 05:47:17.000
R-MA3RABBN,O-LC0ALGAP,P-FEA649UJ,C-69PYPU9D,27.92,9.0,merchant__bigboxretailer,17.21,2025-01-21 14:44:49.000,2025-01-21 04:43:36.000
R-7TD7ZZUT,O-P1QDTKKI,P-R80WGNC9,C-69FJO0CE,225.3,1.0,merchant__electronics,160.0,2025-01-21 19:05:56.000,2025-01-21 06:45:27.000
R-YP4O325N,O-XSXTGO38,P-88I28DAN,C-V6OLDX3B,318.73,6.0,merchant__clothing,320.89,2025-01-21 17:37:39.000,2025-01-21 20:55:23.000
R-KM2LVJYK,O-LIHJWLPC,P-09HVI1I7,C-1DN884D1,96.99,10.0,merchant__electronics,267.69,2025-01-21 02:40:51.000,2025-01-21 22:44:47.000
R-MQGV0UM8,O-831YIGJP,P-TMFDHTNI,C-CM2Z4N87,290.88,4.0,merchant__bigboxretailer,79.26,2025-01-21 01:28:50.000,2025-01-21 04:20:41.000
R-2GOXI4PQ,O-GAI8G6GH,P-GJNTTNBZ,C-VM94LPNW,89.47,6.0,merchant__bigboxretailer,68.97,2025-01-21 14:26:54.000,2025-01-21 10:29:50.000
R-P3449SJB,O-97VX9JNW,P-Y1E6PTO7,C-WEDFOCPQ,23.95,9.0,merchant__bigboxretailer,541.54,2025-01-22 19:35:21.000,2025-01-22 18:32:06.000
R-FHXGCFR6,O-3LDY85I4,P-ANQV2M79,C-BDOYZKB7,125.17,7.0,merchant__electronics,403.99,2025-01-22 04:13:46.000,2025-01-22 12:23:05.000
R-CQ9TU0K4,O-4XJT2NVX,P-ARA49TZS,C-KF3LX83J,677.23,10.0,merchant__electronics,557.24,2025-01-22 19:32:02.000,2025-01-22 09:45:04.000
R-UB0LL32Z,O-26M94ALO,P-JM1OCRS6,C-MPQA5ZDF,591.1,3.0,merchant__electronics,759.07,2025-01-22 07:35:58.000,2025-01-22 12:06:45.000
R-09ZWOLNB,O-PTEIYDCD,P-KH5AMEZT,C-UIN7ZJAB,171.6,3.0,merchant__clothing,885.29,2025-01-22 21:33:15.000,2025-01-22 19:26:20.000
R-03IFRF47,O-ZD76QE0C,P-6BW9THKE,C-O49URTYU,448.91,3.0,merchant__bigboxretailer,507.83,2025-01-22 13:20:10.000,2025-01-22 02:48:43.000
R-X05OTOQ0,O-B4CSTSXR,P-88I28DAN,C-AP0HE6ED,741.76,9.0,merchant__bigboxretailer,337.67,2025-01-22 15:58:44.000,2025-01-22 18:30:04.000
R-AFNBM0B6,O-C6BXXH0F,P-3QPJTNTV,C-JEKKTGSU,251.35,7.0,merchant__electronics,72.41,2025-01-22 14:47:51.000,2025-01-22 05:58:25.000
R-SDHTVS83,O-QO34KGLR,P-1FGKWX2V,C-LWJDW1W4,890.01,10.0,merchant__bigboxretailer,656.51,2025-01-22 02:17:43.000,2025-01-22 08:55:27.000
R-67W5CVJP,O-EABV2IUA,P-EOPE7IHA,C-O0IHBXDU,607.67,2.0,merchant__electronics,336.33,2025-01-22 16:21:26.000,2025-01-22 05:18:10.000
R-5ZADXBQQ,O-P1QDTKKI,P-JM1OCRS6,C-59AZWPME,217.34,5.0,merchant__bigboxretailer,263.22,2025-01-22 17:59:16.000,2025-01-22 00:09:53.000
R-C16VHSY9,O-0X7TK16F,P-6BW9THKE,C-7QDYQP74,104.0,8.0,merchant__bigboxretailer,450.81,2025-01-22 20:42:43.000,2025-01-22 02:57:13.000
R-NP0VZ5IS,O-10YLY68I,P-CLPSN2L9,C-4PISL316,471.56,4.0,merchant__electronics,234.87,2025-01-22 09:03:49.000,2025-01-22 03:20:57.000
R-KM2LVJYK,O-LX6D8LEZ,P-ANQV2M79,C-RY9RIANE,105.15,9.0,merchant__electronics,612.78,2025-01-22 19:44:41.000,2025-01-22 14:29:32.000
R-FY67LNL2,O-DN2ZWKO3,P-JM1OCRS6,C-VD2U2GD2,15.59,6.0,merchant__electronics,549.96,2025-01-22 12:13:30.000,2025-01-22 08:24:20.000
R-TOUBN8UK,O-WJ5GWTQ0,P-FVCDEIME,C-WSBW93YV,414.6,7.0,merchant__bigboxretailer,187.46,2025-01-23 03:25:22.000,2025-01-23 06:31:15.000
R-HUDAO08B,O-ADMAQYW6,P-09HVI1I7,C-YVOYQ5UJ,85.7,4.0,merchant__bigboxretailer,604.13,2025-01-23 10:53:17.000,2025-01-23 21:03:59.000
R-QGAWEQJX,O-TYZ2ZNXS,P-2COKN5Z7,C-0EC1SB87,265.86,5.0,merchant__bigboxretailer,169.52,2025-01-23 03:20:36.000,2025-01-23 16:59:26.000
R-8HHQYVJL,O-QLDUJXVA,P-6BW9THKE,C-RQGE7TGX,421.34,2.0,merchant__bigboxretailer,107.45,2025-01-23 07:43:46.000,2025-01-23 07:11:34.000
R-KR8GS3T8,O-V3PMTDQK,P-BQUWMGGX,C-1CE79MN5,544.56,7.0,merchant__bigboxretailer,313.81,2025-01-23 16:54:39.000,2025-01-23 10:58:49.000
R-UDF8VNZ2,O-CR1778ZA,P-WEHJV5MG,C-7M9WWQEU,217.28,4.0,merchant__bigboxretailer,492.79,2025-01-23 00:13:39.000,2025-01-23 09:52:12.000
R-IAEF9HN7,O-2JYOP8SP,P-14Z846TC,C-ZRHXNY1O,138.21,7.0,merchant__bigboxretailer,62.31,2025-01-23 20:11:44.000,2025-01-23 11:27:12.000
R-JZY9BZXF,O-1NZZPMAI,P-6R63U2JU,C-3OC2L06E,27.3,8.0,merchant__electronics,167.41,2025-01-23 15:22:39.000,2025-01-23 17:19:44.000
R-EHYMX6RM,O-5ANSUO21,P-JM1OCRS6,C-FEHBH0RH,149.25,4.0,merchant__bigboxretailer,678.33,2025-01-23 10:52:43.000,2025-01-23 19:26:06.000
R-25DYAVPQ,O-GEKDBKC8,P-3QPJTNTV,C-AGJ6QP53,172.42,8.0,merchant__bigboxretailer,557.31,2025-01-23 17:40:16.000,2025-01-23 04:20:24.000
R-VAUJ8N20,O-RJJAZ7FX,P-H8SRYPZ7,C-CER28HQS,225.93,4.0,merchant__bigboxretailer,231.92,2025-01-23 06:16:46.000,2025-01-23 14:26:45.000
R-KGE5OAPU,O-WFY9JGKY,P-FLJC8ZF6,C-TT10SIMU,145.78,10.0,merchant__bigboxretailer,871.47,2025-01-23 08:48:43.000,2025-01-23 08:45:57.000
R-CMVE95LD,O-FFVEDX0N,P-GJNTTNBZ,C-ROURFF8T,558.42,10.0,merchant__electronics,464.66,2025-01-23 18:57:53.000,2025-01-23 01:55:52.000
R-4MTOTZCR,O-EP40TK55,P-CLPSN2L9,C-B26IB9KB,557.6,1.0,merchant__bigboxretailer,57.95,2025-01-23 11:37:26.000,2025-01-23 23:11:51.000
R-GU56HMRS,O-HCA0AIL1,P-FEA649UJ,C-0EC1SB87,148.54,2.0,merchant__electronics,184.19,2025-01-23 22:56:07.000,2025-01-23 05:52:50.000
R-L5Z4KLQ8,O-2XSG2AEL,P-Y2RWSLCK,C-7JSGCAVY,255.87,7.0,merchant__electronics,646.39,2025-01-23 06:00:44.000,2025-01-23 00:07:00.000
R-NGVTRMUA,O-10LFUVE7,P-9GDEYYQC,C-BKI9UVY6,231.94,10.0,merchant__electronics,458.74,2025-01-23 12:36:23.000,2025-01-23 11:38:06.000
R-GJFLLXKQ,O-1USF80N8,P-X5JEKM0B,C-PXQEIOG8,771.07,5.0,merchant__bigboxretailer,662.71,2025-01-23 11:32:40.000,2025-01-23 01:24:43.000
R-AIQ8MRRL,O-O588A1KV,P-FLJC8ZF6,C-9CUTKCDR,16.52,2.0,merchant__bigboxretailer,296.05,2025-01-24 18:51:56.000,2025-01-24 07:51:27.000
R-URYNJXRD,O-NYWCJVTK,P-ANQV2M79,C-DYNPI7RQ,248.18,10.0,merchant__bigboxretailer,372.16,2025-01-24 10:02:56.000,2025-01-24 22:00:53.000
R-WWTEOYRD,O-M8FE15MG,P-MHEIN6RB,C-E47M6GJR,101.46,8.0,merchant__bigboxretailer,160.06,2025-01-24 13:39:38.000,2025-01-24 15:25:26.000
R-VYOV1RIT,O-JD55OOXL,P-PSGTPT0C,C-E3CQKVKY,86.87,10.0,merchant__electronics,66.85,2025-01-24 12:12:17.000,2025-01-24 04:31:48.000
R-JEIP3ES9,O-CL1KARQ4,P-7O91ZPJP,C-VS8DUCBS,633.1,3.0,merchant__electronics,356.83,2025-01-24 17:00:25.000,2025-01-24 03:57:44.000
R-U18A40QW,O-IKOJ8O8D,P-17VW055N,C-VPPP4JZ5,746.65,5.0,merchant__electronics,353.32,2025-01-24 19:17:52.000,2025-01-24 13:19:28.000
R-BDSXIOID,O-GLB8S0V4,P-BQUWMGGX,C-YEWAXX33,93.89,1.0,merchant__electronics,34.49,2025-01-24 09:26:23.000,2025-01-24 00:39:25.000
R-W2CULD1W,O-ISCH1GVU,P-CYKBPXIA,C-09SPV767,263.62,1.0,merchant__clothing,193.26,2025-01-24 15:03:46.000,2025-01-24 16:39:12.000
R-B1MVJMM9,O-H03BMOCY,P-EOPE7IHA,C-VM94LPNW,174.83,9.0,merchant__electronics,291.1,2025-01-24 00:48:03.000,2025-01-24 14:43:23.000
R-S2RAIM2Q,O-7N7X6EYG,P-24XYAMNJ,C-QDW29TOW,224.82,8.0,merchant__bigboxretailer,457.09,2025-01-24 07:25:43.000,2025-01-24 16:32:27.000
R-FE1G3I3R,O-0TI6KQXC,P-X5JEKM0B,C-XV4LYTO3,2.28,3.0,merchant__bigboxretailer,107.45,2025-01-24 09:22:28.000,2025-01-24 17:41:49.000
R-09ZWOLNB,O-U473TQPO,P-3KZWUNVC,C-H0T1MAVT,11.52,5.0,merchant__electronics,622.21,2025-01-24 02:28:07.000,2025-01-24 11:42:11.000
R-H3ZBD5UD,O-257ARYXW,P-6R63U2JU,C-NXS38S1M,32.59,1.0,merchant__clothing,58.89,2025-01-24 05:41:31.000,2025-01-24 02:43:21.000
R-FPK19H42,O-LF40VQXJ,P-VP08CDK1,C-8BQSG0MG,377.17,1.0,merchant__electronics,576.29,2025-01-24 18:39:49.000,2025-01-24 08:48:31.000
R-U141B0VC,O-FEOPLJZA,P-VP08CDK1,C-SJUP279R,438.48,9.0,merchant__bigboxretailer,273.36,2025-01-24 23:56:47.000,2025-01-24 14:49:53.000
R-T95QC3U7,O-BSSX9OME,P-JM1OCRS6,C-NINIAOOM,97.95,8.0,merchant__bigboxretailer,376.84,2025-01-24 16:56:58.000,2025-01-24 15:54:38.000
R-MS1SFJ8F,O-V3L4SHCH,P-6R63U2JU,C-37GK2LIW,225.72,10.0,merchant__electronics,467.92,2025-01-24 17:13:21.000,2025-01-24 14:50:47.000
R-7OAQRJP3,O-3BCXKJ4W,P-WEHJV5MG,C-B2AKP4CB,695.91,6.0,merchant__bigboxretailer,715.09,2025-01-24 23:19:58.000,2025-01-24 06:40:59.000
R-IQIVRVL7,O-BAJA8AKG,P-X5JEKM0B,C-9Z0LWJOB,22.8,8.0,merchant__electronics,504.9,2025-01-24 00:52:16.000,2025-01-24 18:24:25.000
R-83A6W2M1,O-AI5BWBWP,P-WEHJV5MG,C-Y2VC7NCY,357.83,7.0,merchant__electronics,19.41,2025-01-24 14:00:08.000,2025-01-24 02:38:18.000
R-JXUFWWID,O-IPGPCAW2,P-6R63U2JU,C-H53XVN3D,132.1,8.0,merchant__electronics,146.55,2025-01-25 07:34:18.000,2025-01-25 13:42:12.000
R-P22IXMKD,O-F5Z2J7V4,P-17VW055N,C-X6W1255G,941.13,2.0,merchant__bigboxretailer,368.67,2025-01-25 16:43:26.000,2025-01-25 03:28:40.000
R-HUKP7LRP,O-10LFUVE7,P-RUWT9IQL,C-NVU9XHW0,595.91,6.0,merchant__bigboxretailer,222.66,2025-01-25 09:28:38.000,2025-01-25 05:01:35.000
R-IVQ1FHZS,O-VQ5ZFQTJ,P-Y2RWSLCK,C-1JQ0IC56,42.16,3.0,merchant__bigboxretailer,156.22,2025-01-25 10:26:30.000,2025-01-25 07:45:15.000
R-V9BRKQYO,O-7MMOTXCH,P-DK4WOLO6,C-O49URTYU,6.42,4.0,merchant__electronics,636.7,2025-01-25 18:36:04.000,2025-01-25 07:00:59.000
R-64LKKIE9,O-02EBT9C9,P-ARA49TZS,C-GB0CF0M8,170.02,4.0,merchant__bigboxretailer,90.01,2025-01-25 12:06:45.000,2025-01-25 16:15:14.000
R-S60Q9D7K,O-M9DNBXO4,P-6BW9THKE,C-WJOYY5KA,174.83,5.0,merchant__electronics,309.94,2025-01-25 13:47:50.000,2025-01-25 09:28:40.000
R-ZJQ9TVO1,O-D56H9ZS5,P-X5JEKM0B,C-6NTZ7KGY,70.14,6.0,merchant__electronics,208.55,2025-01-25 17:28:42.000,2025-01-25 10:03:14.000
R-SS3AAGM8,O-S0CKGM00,P-RUWT9IQL,C-9OXZBAIZ,4.73,1.0,merchant__bigboxretailer,388.07,2025-01-26 22:53:36.000,2025-01-26 10:43:12.000
R-LFJAMRR7,O-JAIQ5YK0,P-24XYAMNJ,C-Y8YNIQ04,23.95,9.0,merchant__bigboxretailer,590.28,2025-01-26 19:34:35.000,2025-01-26 10:16:42.000
R-8R4N8A15,O-MUJO8E8Y,P-VP08CDK1,C-GKRP26DN,530.42,3.0,merchant__electronics,9.47,2025-01-26 21:50:28.000,2025-01-26 13:02:28.000
R-UT4S932N,O-NLMU93BR,P-WI0WGQ0C,C-UIN7ZJAB,6.57,8.0,merchant__electronics,612.57,2025-01-26 11:28:29.000,2025-01-26 06:50:04.000
R-AUV8E6P4,O-J79CPAJO,P-14Z846TC,C-ROURFF8T,440.39,2.0,merchant__bigboxretailer,687.47,2025-01-26 08:08:32.000,2025-01-26 15:50:09.000
R-L2XDN08C,O-APYFVG8S,P-Y2RWSLCK,C-ZKB7M9MU,197.3,10.0,merchant__electronics,646.39,2025-01-26 14:40:09.000,2025-01-26 05:17:06.000
R-32HZUZQF,O-4OEKKMEE,P-WEHJV5MG,C-LRBD2VJ0,164.61,2.0,merchant__bigboxretailer,253.95,2025-01-26 22:30:33.000,2025-01-26 18:13:58.000
R-C9WLWB24,O-14AHW1MA,P-24XYAMNJ,C-VJPLAKVY,41.22,7.0,merchant__electronics,351.27,2025-01-26 14:54:01.000,2025-01-26 23:03:55.000
R-C4P36P1Q,O-JVL9XO14,P-WI0WGQ0C,C-V5FRFBMQ,40.8,6.0,merchant__electronics,805.59,2025-01-26 08:44:00.000,2025-01-26 03:05:44.000
R-2GZCY3LG,O-C9MRHCGM,P-7O91ZPJP,C-WL6Y9GIN,55.34,6.0,merchant__bigboxretailer,674.89,2025-01-26 04:42:19.000,2025-01-26 18:10:33.000
R-BOO3O5CP,O-83O6DMLJ,P-DK4WOLO6,C-0S8H02H9,4.46,8.0,merchant__bigboxretailer,156.26,2025-01-26 02:50:47.000,2025-01-26 14:46:38.000
